parent_id,child_id,rel_type
-100000000014358700,-100000000014364561,HAS_NEIGHBORHOOD
-100000000014358700,-100000000014364357,HAS_NEIGHBORHOOD
-100000000014591036,-100000000014580249,HAS_NEIGHBORHOOD
-100000000014591036,-100000000014563432,HAS_NEIGHBORHOOD
-100000000014591036,-100000000014573581,HAS_NEIGHBORHOOD
-100000000014591036,-100000000014573580,HAS_NEIGHBORHOOD
-100000000014591036,-100000000014563430,HAS_NEIGHBORHOOD
-100000000014591036,-100000000014563091,HAS_NEIGHBORHOOD
-100000000014591036,-100000000014573579,HAS_NEIGHBORHOOD
-100000000014591036,-100000000014577462,HAS_NEIGHBORHOOD
-100000000009984176,-100000000012441041,HAS_NEIGHBORHOOD
-100000000011698636,-100000000014300755,HAS_NEIGHBORHOOD
-100000000011698636,-100000000014288194,HAS_NEIGHBORHOOD
-100000000011698636,-100000000014312791,HAS_NEIGHBORHOOD
-100000000011698636,-100000000014331568,HAS_NEIGHBORHOOD
-100000000010006978,-100000000010997458,HAS_NEIGHBORHOOD
-100000000006101820,-100000000006092136,HAS_NEIGHBORHOOD
-100000000006101820,-100000000006081620,HAS_NEIGHBORHOOD
-100000000006101820,-100000000006081611,HAS_NEIGHBORHOOD
-100000000006101820,-100000000006081623,HAS_NEIGHBORHOOD
-100000000006101820,-100000000006092135,HAS_NEIGHBORHOOD
-100000000006101820,-100000000006084049,HAS_NEIGHBORHOOD
-100000000006101820,-100000000006084058,HAS_NEIGHBORHOOD
-100000000006101820,-100000000006084054,HAS_NEIGHBORHOOD
-100000000006101820,-100000000006092133,HAS_NEIGHBORHOOD
-100000000006101820,-100000000006084062,HAS_NEIGHBORHOOD
-100000000006101820,-100000000006081619,HAS_NEIGHBORHOOD
-100000000006101820,-100000000006081604,HAS_NEIGHBORHOOD
-100000000006101820,-100000000006084059,HAS_NEIGHBORHOOD
-100000000006101820,-100000000006081622,HAS_NEIGHBORHOOD
-100000000006101820,-100000000006081607,HAS_NEIGHBORHOOD
-100000000006101820,-100000000006081613,HAS_NEIGHBORHOOD
-100000000006101820,-100000000006081605,HAS_NEIGHBORHOOD
-100000000006101820,-100000000006084065,HAS_NEIGHBORHOOD
-100000000006101820,-100000000006081614,HAS_NEIGHBORHOOD
-100000000006101820,-100000000006084052,HAS_NEIGHBORHOOD
-100000000006101820,-100000000006084063,HAS_NEIGHBORHOOD
-100000000006101820,-100000000006084057,HAS_NEIGHBORHOOD
-100000000006101820,-100000000006092134,HAS_NEIGHBORHOOD
-100000000006101820,-100000000006081610,HAS_NEIGHBORHOOD
-100000000006101820,-100000000006081618,HAS_NEIGHBORHOOD
-100000000006101820,-100000000006084055,HAS_NEIGHBORHOOD
-100000000006101820,-100000000006084068,HAS_NEIGHBORHOOD
-100000000006101820,-100000000006084051,HAS_NEIGHBORHOOD
-100000000006101820,-100000000006081608,HAS_NEIGHBORHOOD
-100000000006101820,-100000000006081624,HAS_NEIGHBORHOOD
-100000000006101820,-100000000006084061,HAS_NEIGHBORHOOD
-100000000006101820,-100000000006084048,HAS_NEIGHBORHOOD
-100000000006101820,-100000000006087070,HAS_NEIGHBORHOOD
-100000000006101820,-100000000006084056,HAS_NEIGHBORHOOD
-100000000006101820,-100000000006084050,HAS_NEIGHBORHOOD
-100000000006101820,-100000000006084053,HAS_NEIGHBORHOOD
-100000000006101820,-100000000006101821,HAS_NEIGHBORHOOD
-100000000006101820,-100000000006084066,HAS_NEIGHBORHOOD
-100000000006101820,-100000000006084064,HAS_NEIGHBORHOOD
-100000000006101820,-100000000006084060,HAS_NEIGHBORHOOD
-100000000006101820,-100000000006084067,HAS_NEIGHBORHOOD
-100000000006083081,-100000000006077558,HAS_NEIGHBORHOOD
-100000000006083081,-100000000006081606,HAS_NEIGHBORHOOD
-100000000006083081,-100000000006081612,HAS_NEIGHBORHOOD
-100000000006083081,-100000000006078067,HAS_NEIGHBORHOOD
-100000000006083081,-100000000006078072,HAS_NEIGHBORHOOD
-100000000006083081,-100000000006078066,HAS_NEIGHBORHOOD
-100000000006083081,-100000000006081603,HAS_NEIGHBORHOOD
-100000000006083081,-100000000006081621,HAS_NEIGHBORHOOD
-100000000006083081,-100000000006081616,HAS_NEIGHBORHOOD
-100000000006083081,-100000000006081609,HAS_NEIGHBORHOOD
-100000000006083081,-100000000006077556,HAS_NEIGHBORHOOD
-100000000006083081,-100000000006081625,HAS_NEIGHBORHOOD
-100000000006083081,-100000000006078068,HAS_NEIGHBORHOOD
-100000000006083081,-100000000006081615,HAS_NEIGHBORHOOD
-100000000006083081,-100000000006076454,HAS_NEIGHBORHOOD
-100000000006083081,-100000000006075876,HAS_NEIGHBORHOOD
-100000000006083081,-100000000006075875,HAS_NEIGHBORHOOD
-100000000006083081,-100000000006075874,HAS_NEIGHBORHOOD
-100000000006083081,-100000000006076437,HAS_NEIGHBORHOOD
-100000000006083081,-100000000006075985,HAS_NEIGHBORHOOD
-100000000006083081,-100000000006075987,HAS_NEIGHBORHOOD
-100000000006083081,-100000000006076436,HAS_NEIGHBORHOOD
-100000000006083081,-100000000006075877,HAS_NEIGHBORHOOD
-100000000006083081,-100000000006078064,HAS_NEIGHBORHOOD
-100000000006083081,-100000000006078062,HAS_NEIGHBORHOOD
-100000000006083081,-100000000006081617,HAS_NEIGHBORHOOD
-100000000006083081,-100000000006078070,HAS_NEIGHBORHOOD
-100000000006083081,-100000000006078069,HAS_NEIGHBORHOOD
-100000000006083081,-100000000006078063,HAS_NEIGHBORHOOD
-100000000006083081,-100000000006078071,HAS_NEIGHBORHOOD
-100000000006083081,-100000000006078065,HAS_NEIGHBORHOOD
-100000000006083081,-100000000006075986,HAS_NEIGHBORHOOD
-100000000006083081,-100000000006077557,HAS_NEIGHBORHOOD
-100000000000389760,-100000000010994977,HAS_NEIGHBORHOOD
-100000000000389760,-100000000010994978,HAS_NEIGHBORHOOD
-100000000000389760,-100000000010994979,HAS_NEIGHBORHOOD
-100000000000389760,-100000000010994983,HAS_NEIGHBORHOOD
-100000000000389760,-100000000009463063,HAS_NEIGHBORHOOD
-100000000000389760,-100000000009463064,HAS_NEIGHBORHOOD
-100000000000389760,-100000000009463059,HAS_NEIGHBORHOOD
-100000000000389760,-100000000009463062,HAS_NEIGHBORHOOD
-100000000000389760,-100000000010994980,HAS_NEIGHBORHOOD
-100000000000389760,-100000000010994981,HAS_NEIGHBORHOOD
-100000000000389760,-100000000010994974,HAS_NEIGHBORHOOD
-100000000000389760,-100000000010994975,HAS_NEIGHBORHOOD
-100000000000389760,-100000000010994973,HAS_NEIGHBORHOOD
-100000000000389760,-100000000010994982,HAS_NEIGHBORHOOD
-100000000000389760,-100000000009463057,HAS_NEIGHBORHOOD
-100000000000389760,-100000000009463060,HAS_NEIGHBORHOOD
-100000000000389760,-100000000009463061,HAS_NEIGHBORHOOD
-100000000000389760,-100000000009463058,HAS_NEIGHBORHOOD
-100000000000389760,-100000000009463056,HAS_NEIGHBORHOOD
-100000000000389760,-100000000009384419,HAS_NEIGHBORHOOD
-100000000000389760,-100000000010994976,HAS_NEIGHBORHOOD
-100000000010993823,-100000000009420671,HAS_NEIGHBORHOOD
-100000000010993823,-100000000009420672,HAS_NEIGHBORHOOD
-100000000010993823,-100000000009420673,HAS_NEIGHBORHOOD
-100000000010993823,-100000000009420674,HAS_NEIGHBORHOOD
-100000000010993823,-100000000009420670,HAS_NEIGHBORHOOD
-100000000010993823,-100000000009420669,HAS_NEIGHBORHOOD
-100000000010993823,-100000000009420668,HAS_NEIGHBORHOOD
-100000000010993823,-100000000009420667,HAS_NEIGHBORHOOD
-100000000000388094,-100000000009405607,HAS_NEIGHBORHOOD
-100000000000388094,-100000000009405605,HAS_NEIGHBORHOOD
-100000000000388094,-100000000009405609,HAS_NEIGHBORHOOD
-100000000000388094,-100000000009405608,HAS_NEIGHBORHOOD
-100000000000388094,-100000000009405606,HAS_NEIGHBORHOOD
-100000000000388094,-100000000009405604,HAS_NEIGHBORHOOD
-100000000000388094,-100000000009405603,HAS_NEIGHBORHOOD
-100000000000388091,-100000000009384589,HAS_NEIGHBORHOOD
-100000000000388091,-100000000009384575,HAS_NEIGHBORHOOD
-100000000000388091,-100000000009384577,HAS_NEIGHBORHOOD
-100000000000388091,-100000000009384576,HAS_NEIGHBORHOOD
-100000000000388091,-100000000009384579,HAS_NEIGHBORHOOD
-100000000000388091,-100000000009384580,HAS_NEIGHBORHOOD
-100000000000388091,-100000000009384588,HAS_NEIGHBORHOOD
-100000000000388091,-100000000009384590,HAS_NEIGHBORHOOD
-100000000000388098,-100000000009384428,HAS_NEIGHBORHOOD
-100000000000388098,-100000000009384424,HAS_NEIGHBORHOOD
-100000000000388098,-100000000009384423,HAS_NEIGHBORHOOD
-100000000000388098,-100000000009384425,HAS_NEIGHBORHOOD
-100000000000388098,-100000000009384427,HAS_NEIGHBORHOOD
-100000000000388098,-100000000009384426,HAS_NEIGHBORHOOD
-100000000000388098,-100000000009384421,HAS_NEIGHBORHOOD
-100000000000388098,-100000000009384420,HAS_NEIGHBORHOOD
-100000000000388098,-100000000009384422,HAS_NEIGHBORHOOD
-100000000000388090,-100000000009384578,HAS_NEIGHBORHOOD
-100000000000388090,-100000000009384581,HAS_NEIGHBORHOOD
-100000000000388090,-100000000009384582,HAS_NEIGHBORHOOD
-100000000000388090,-100000000009384583,HAS_NEIGHBORHOOD
-100000000000388090,-100000000009384584,HAS_NEIGHBORHOOD
-100000000000388090,-100000000009384585,HAS_NEIGHBORHOOD
-100000000000388090,-100000000009384587,HAS_NEIGHBORHOOD
-100000000000388090,-100000000009384586,HAS_NEIGHBORHOOD
-100000000000388097,-100000000009384228,HAS_NEIGHBORHOOD
-100000000000388097,-100000000009384229,HAS_NEIGHBORHOOD
-100000000000388097,-100000000009384231,HAS_NEIGHBORHOOD
-100000000000388097,-100000000009384230,HAS_NEIGHBORHOOD
-100000000000388097,-100000000009384232,HAS_NEIGHBORHOOD
-100000000000388097,-100000000009384233,HAS_NEIGHBORHOOD
-100000000000388097,-100000000009384235,HAS_NEIGHBORHOOD
-100000000000388097,-100000000009384234,HAS_NEIGHBORHOOD
-100000000000388104,-100000000009400357,HAS_NEIGHBORHOOD
-100000000000388104,-100000000009400355,HAS_NEIGHBORHOOD
-100000000000388104,-100000000009400354,HAS_NEIGHBORHOOD
-100000000000388104,-100000000009400356,HAS_NEIGHBORHOOD
-100000000000388104,-100000000009400358,HAS_NEIGHBORHOOD
-100000000000388104,-100000000009400362,HAS_NEIGHBORHOOD
-100000000000388104,-100000000009400361,HAS_NEIGHBORHOOD
-100000000000388104,-100000000009400360,HAS_NEIGHBORHOOD
-100000000000388104,-100000000009400359,HAS_NEIGHBORHOOD
-100000000000388103,-100000000009386883,HAS_NEIGHBORHOOD
-100000000000388103,-100000000009386882,HAS_NEIGHBORHOOD
-100000000000388103,-100000000009386881,HAS_NEIGHBORHOOD
-100000000000388103,-100000000009386877,HAS_NEIGHBORHOOD
-100000000000388103,-100000000009386880,HAS_NEIGHBORHOOD
-100000000000388103,-100000000009386879,HAS_NEIGHBORHOOD
-100000000000388103,-100000000009386878,HAS_NEIGHBORHOOD
-100000000000388599,-100000000009417925,HAS_NEIGHBORHOOD
-100000000000388599,-100000000008941154,HAS_NEIGHBORHOOD
-100000000000388599,-100000000009417924,HAS_NEIGHBORHOOD
-100000000000388599,-100000000009417926,HAS_NEIGHBORHOOD
-100000000000388599,-100000000009417927,HAS_NEIGHBORHOOD
-100000000000388599,-100000000009417932,HAS_NEIGHBORHOOD
-100000000000388599,-100000000009417933,HAS_NEIGHBORHOOD
-100000000000388599,-100000000009417935,HAS_NEIGHBORHOOD
-100000000000388599,-100000000009417931,HAS_NEIGHBORHOOD
-100000000000388599,-100000000009417929,HAS_NEIGHBORHOOD
-100000000000388599,-100000000009417934,HAS_NEIGHBORHOOD
-100000000000388599,-100000000009417930,HAS_NEIGHBORHOOD
-100000000000388599,-100000000009417928,HAS_NEIGHBORHOOD
-100000000000388599,-100000000009417923,HAS_NEIGHBORHOOD
-100000000000388127,-100000000009424449,HAS_NEIGHBORHOOD
-100000000000388127,-100000000009424452,HAS_NEIGHBORHOOD
-100000000000388127,-100000000009424450,HAS_NEIGHBORHOOD
-100000000000388127,-100000000009424448,HAS_NEIGHBORHOOD
-100000000000388127,-100000000009424446,HAS_NEIGHBORHOOD
-100000000000388127,-100000000009424447,HAS_NEIGHBORHOOD
-100000000000388127,-100000000009424454,HAS_NEIGHBORHOOD
-100000000000388127,-100000000009424453,HAS_NEIGHBORHOOD
-100000000000388127,-100000000009424451,HAS_NEIGHBORHOOD
-100000000000388127,-100000000009424444,HAS_NEIGHBORHOOD
-100000000000388127,-100000000009424445,HAS_NEIGHBORHOOD
-100000000000388127,-100000000009424438,HAS_NEIGHBORHOOD
-100000000000388127,-100000000009424439,HAS_NEIGHBORHOOD
-100000000000388127,-100000000009424442,HAS_NEIGHBORHOOD
-100000000000388127,-100000000009424443,HAS_NEIGHBORHOOD
-100000000000388127,-100000000009424440,HAS_NEIGHBORHOOD
-100000000000388127,-100000000009424441,HAS_NEIGHBORHOOD
-100000000000388127,-100000000009424437,HAS_NEIGHBORHOOD
-100000000010089740,-100000000010089738,HAS_NEIGHBORHOOD
-100000000010089740,-100000000010089739,HAS_NEIGHBORHOOD
-100000000010089740,-100000000010273881,HAS_NEIGHBORHOOD
-100000000010089740,-100000000010443595,HAS_NEIGHBORHOOD
-100000000010089740,-100000000010089737,HAS_NEIGHBORHOOD
-100000000010089740,-100000000010273880,HAS_NEIGHBORHOOD
-100000000010089740,-100000000010089736,HAS_NEIGHBORHOOD
-100000000010089740,-100000000010089735,HAS_NEIGHBORHOOD
-100000000010089740,-100000000010028560,HAS_NEIGHBORHOOD
-100000000010089740,-100000000010453111,HAS_NEIGHBORHOOD
-100000000010089740,-100000000010028433,HAS_NEIGHBORHOOD
-100000000010089740,-100000000010453110,HAS_NEIGHBORHOOD
-100000000000389334,-100000000010023116,HAS_NEIGHBORHOOD
-100000000000389334,-100000000010023117,HAS_NEIGHBORHOOD
-100000000000389334,-100000000010023604,HAS_NEIGHBORHOOD
-100000000000389334,-100000000010022618,HAS_NEIGHBORHOOD
-100000000000389334,-100000000010245981,HAS_NEIGHBORHOOD
-100000000000389334,-100000000010224907,HAS_NEIGHBORHOOD
-100000000000389334,-100000000010221317,HAS_NEIGHBORHOOD
-100000000000389334,-100000000010245547,HAS_NEIGHBORHOOD
-100000000000389334,-100000000010023546,HAS_NEIGHBORHOOD
-100000000000389334,-100000000010023494,HAS_NEIGHBORHOOD
-100000000000389334,-100000000010023695,HAS_NEIGHBORHOOD
-100000000000389334,-100000000010023777,HAS_NEIGHBORHOOD
-100000000000389334,-100000000010023862,HAS_NEIGHBORHOOD
-100000000000389659,-100000000010020961,HAS_NEIGHBORHOOD
-100000000000389659,-100000000010014350,HAS_NEIGHBORHOOD
-100000000000389659,-100000000010020932,HAS_NEIGHBORHOOD
-100000000000389659,-100000000010021038,HAS_NEIGHBORHOOD
-100000000000389659,-100000000010014524,HAS_NEIGHBORHOOD
-100000000000389659,-100000000010014522,HAS_NEIGHBORHOOD
-100000000000389659,-100000000010021011,HAS_NEIGHBORHOOD
-100000000000389659,-100000000010021010,HAS_NEIGHBORHOOD
-100000000000389659,-100000000010014589,HAS_NEIGHBORHOOD
-100000000000389659,-100000000010014523,HAS_NEIGHBORHOOD
-100000000000389659,-100000000010014351,HAS_NEIGHBORHOOD
-100000000000389659,-100000000010014621,HAS_NEIGHBORHOOD
-100000000000389659,-100000000010013409,HAS_NEIGHBORHOOD
