id,name,ref,highway
33596036,"",rn7,primary
33591461,"",rn7,primary
93817728,"",rn7,primary
33595014,"",rn7,primary
33673618,"",rn7,primary
33669323,"",rn7,primary
33660350,"",rn7,primary
581279801,"",rn7,primary
581279797,"",rn7,primary
581279803,"",rn7,primary
33600553,"",rn7,primary
33659533,"",rn7,primary
33660806,"",rn7,primary
33661418,"",rn7,primary
49549783,"",rn7,primary
638970426,"",rn20,primary
33663788,"",rn20,primary
638970425,"",rn20,primary
381812372,"",rp802,tertiary
892422903,"",rp802,tertiary
892422904,"",rp802,tertiary
892422905,"",rp802,tertiary
892422906,"",rp802,tertiary
892422902,"",rp802,tertiary
892422901,"",rp802,tertiary
33666489,"",rp802,tertiary
33604432,"",rp802,tertiary
492805012,"",rp802,tertiary
492805014,"",rp802,tertiary
33660304,"",rp802,tertiary
639081115,pont loloma iv,rp802,tertiary
639081116,"",rp802,tertiary
33669612,"",rp802,tertiary
1226428007,"",rp802,tertiary
892422897,"",rp802,tertiary
1442738394,"",rp802,tertiary
892422900,"",rp802,tertiary
892422899,"",rp802,tertiary
33597495,"",rp802,tertiary
33674890,"",rp801,primary
882829497,"",rp801,primary
1232775147,"",rp801,primary
33677249,"",rp801,primary
1232775148,"",rp801,primary
882829495,"",rp801,primary
33676809,"",rp801,primary
49549782,"",rn7,primary
33593887,"",rn7,primary
33600313,"",rn7,primary
492603164,valley,"",unclassified
578910474,valley,"",unclassified
578910494,road,"",unclassified
578792467,road,"",unclassified
489320212,"",rn7,primary
33676239,"",rp802,tertiary
616933754,"",rp802,tertiary
574782325,"",rp802,tertiary
33668823,"",rp802,tertiary
49549661,"",rn7,primary
49550894,"",rn7,primary
489320167,"",rn7,primary
615059118,pont ololo,rn7,primary
615059119,"",rn7,primary
489320169,"",rn7,primary
578456799,road,"",unclassified
49550893,"",rn7,primary
489320210,pont yengele,rn7,primary
51496936,"",rn7,primary
33599307,"",rn7,primary
49550892,"",rn7,primary
613240656,"",rn7,primary
613240655,pont takedi,rn7,primary
33599912,"",rn7,primary
613302046,pont futshima,rn7,primary
613302047,"",rn7,primary
33598348,"",rp802,tertiary
574780946,"",rs803,unclassified
574780944,"",rs803,unclassified
574780970,"",rs803,unclassified
33597209,"",rp802,tertiary
33600105,"",rn7,primary
613631576,"",rp801,primary
613631575,pont lonkonya,rp801,primary
551596936,"",rp801,primary
882820376,"",rp801,primary
882820375,"",rp801,primary
33595896,"",rp801,primary
551596935,pont lona,rp801,primary
33604009,"",rp801,primary
33672915,"",rn7,primary
33600110,"",rp801,primary
33591190,"",rn7,primary
49549878,"",rn7,primary
33666006,"",rn7,primary
33666728,road,"",unclassified
570446760,road,"",unclassified
33663401,"",rn7,primary
574780957,"",rp802,tertiary
547980919,"",rp802,tertiary
33670974,"",rn7,primary
33694346,"",rn7,primary
33673557,"",rn7,primary
33694513,"",rn7,primary
33595748,"",rn7,primary
33594014,"",rn7,primary
571691581,"",rn7,primary
571691582,"",rn7,primary
33672355,"",rn7,primary
571691580,"",rn7,primary
529656264,"",rs712,tertiary
33673357,"",rs712,tertiary
33596077,"",rs712,tertiary
524637398,"",rs712,tertiary
33673267,"",rn7,primary
33592984,"",rn7,primary
615093853,"",rn7,primary
33602685,"",rn7,primary
33664688,"",rn7,primary
33602218,"",rn7,primary
490953155,road,"",unclassified
889496774,"",rn42,primary
208287595,"",rn42,primary
208287596,"",rn42,primary
570706846,"",rn42,primary
570706847,"",rn42,primary
208274472,"",rn42,primary
94160393,"",rn42,primary
614397691,pont kabondo,rp808,primary
614397692,"",rp808,primary
614384799,"",rp808,primary
158603647,"",rn42,primary
411098065,"",rn7,primary
1016272140,road,"",unclassified
775620749,avenue prince de croy,"",tertiary
537782218,"",rn41,primary
80339576,avenue prince de croy,"",tertiary
890233130,"",rn7,primary
890233131,"",rn7,primary
481191403,pont tshibashi,rn1,trunk
33666477,"",rn7,primary
33668466,"",rn7,primary
491384735,"",rn1,trunk
491384734,pont mwanzangoma,rn1,trunk
49548514,"",rn7,primary
411098064,"",rn7,primary
33663301,"",rn7,primary
33602985,"",rn42,primary
33674906,"",rn7,primary
33671148,"",rn7,primary
411098067,"",rn7,primary
33669708,"",rn7,primary
33661208,"",rp711,tertiary
33659946,"",rn7,primary
49548515,"",rn7,primary
1345397077,"",rn7,primary
1345397076,"",rn7,primary
779330079,"",rn42,primary
33597157,"",rn1,trunk
460765664,"",rn1,trunk
158603105,"",rn42,primary
889496777,"",rn42,primary
889496778,"",rn42,primary
537157282,"",rn42,primary
33663431,"",rn42,primary
889496776,"",rn42,primary
638981307,"",rn42,primary
33694492,"",rn42,primary
33598332,"",rn1,trunk
460961502,"",rn42,primary
779330083,"",rn42,primary
48955655,"",rn42,primary
33663695,"",rp711,tertiary
33694713,"",rp711,tertiary
33663077,avenue inga,rn1,trunk
412029947,"",rn1,trunk
33670153,"",rn1,trunk
460630582,"",rn1,trunk
460630583,"",rn1,trunk
461744007,"",rs818,tertiary
266373554,"",rn1,trunk
266373578,"",rn1,trunk
33602991,"",rn1,trunk
33670912,"",rs818,secondary
460762258,"",rs818,secondary
33592233,"",rs818,secondary
33661557,"",rn7,primary
33598130,"",rn1,trunk
49548513,"",rn7,primary
481191404,"",rn1,trunk
398626390,avenue du 24 novembre,"",residential
266373583,"",rn1,trunk
266373575,"",rn1,trunk
33673559,"",rn1,trunk
33591696,"",rs710,tertiary
460558464,"",rs710,tertiary
498968802,"",rs818,secondary
460558465,"",9rs818,tertiary
94196325,"",rp711,tertiary
158602237,"",rn42,primary
775433817,"",rn42,primary
775628171,"",rn42,primary
775628167,"",rn42,primary
93230856,"",rn42,primary
460961503,"",rn42,primary
33663493,"",rn1,trunk
33668677,"",rn1,trunk
33601730,"",rn1,trunk
288162072,"",rn1,trunk
288143033,"",rn1,trunk
1017851627,"",rn1,trunk
288162073,"",rn1,trunk
288162074,"",rn1,trunk
288162075,"",rn1,trunk
33662397,"",rn1,trunk
33674901,"",rn40,primary
460961498,"",rn42,primary
460961499,"",rn42,primary
460961496,"",rn42,primary
460961497,"",rn42,primary
33677545,"",rs818,secondary
33663287,"",rs818,secondary
33671524,"",rs710,tertiary
158220759,"",rn40,primary
33668135,"",rn40,primary
158220755,"",rn40,primary
461888723,"",rn40,primary
33674448,"",rn40,primary
33596505,"",rn40,primary
33672147,"",rn40,primary
33593637,"",rs710,tertiary
498968801,"",rs818,secondary
622560771,"",rs818,secondary
33665224,"",rs818,secondary
33666587,"",rs818,secondary
288160220,avenue aérodrome,"",tertiary
288213762,rue bondoyi,"",residential
288142216,"",rn40,primary
288157635,"",rn1,trunk
1017851628,"",rn1,trunk
33675780,"",rs820,tertiary
653977238,avenue tshileng (cileng),"",residential
653977244,kalend-tambw,"",residential
288142138,avenue kimanda,"",residential
653977248,avenue kabamb,"",residential
653977251,av. diit-kashaal,"",residential
653977253,avenue kampandil,"",residential
653977250,rue kayind,"",residential
653968201,avenue kabw-muzemb,"",unclassified
288142136,avenue kinshasa,"",tertiary
288142135,"",rs820,tertiary
653977249,rue kayind,"",residential
653977236,avenue tshileng (cileng),"",residential
653977237,avenue zongo,"",residential
653977247,avenue kand-kand (kanda kanda),"",residential
653977235,avenue kolwezi,"",residential
288142137,avenue kinshasa,"",tertiary
288143268,avenue de la gare,"",tertiary
33662645,"",rn1,trunk
33669277,"",rs710,tertiary
491603656,"",rs710,tertiary
33676442,"",rn40,primary
288143032,avenue aérodrome,"",tertiary
288183844,avenue boende,"",residential
33600492,"",rn40,primary
33668841,"",rn40,primary
33661374,"",rn40,primary
33598183,"",rn40,primary
33598998,"",rp708,tertiary
33673870,"",rp708,tertiary
33595484,"",rp708,tertiary
33669033,"",rp708,tertiary
33603939,"",rp708,tertiary
33662436,"",rp708,tertiary
1390402440,"",rn40,primary
33671047,"",rn40,primary
480891249,"",4441,unclassified
49747827,"",rn40,primary
33592145,"",4539,unclassified
1390402439,"",rn40,primary
33598981,"",4438,unclassified
33595079,"",rn40,primary
33664881,"",rn40,primary
33601863,"",rn40,primary
775829312,"",rn40,primary
33601494,"",5357,unclassified
33590961,"",rn40,primary
33662284,"",rn40,primary
33597178,"",rn40,primary
33595897,"",rn40,primary
461888724,"",rn40,primary
33597514,"",rn40,primary
488529643,"",rn40,primary
488529644,"",rn40,primary
33662861,"",rn40,primary
33594663,"",rs818,secondary
33598021,"",rs818,secondary
33598432,"",rs818,tertiary
33664498,"",rs710,unclassified
33694470,"",rs710,unclassified
490720802,"",rs710,unclassified
33670466,"",rs710,unclassified
33672240,"",rs710,unclassified
639357977,"",rs710,unclassified
33694433,"",rs710,tertiary
33661344,"",rs710,tertiary
33672747,"",rs710,tertiary
488840335,pont moyo,rs710,tertiary
488840336,"",rs710,tertiary
48570502,"",rn1,trunk
33676803,"",4441,unclassified
1427319746,"",4539,unclassified
1427319745,"",4539,unclassified
480879248,"",rn40,primary
480879247,"",rn40,primary
33596774,"",rn40,primary
48570506,"",rn40,primary
33670448,"",rn40,primary
33673451,"",rn40,primary
33666657,"",rn40,primary
33694710,"",rn40,primary
28148161,avenue kabila,rn1,trunk
80129830,avenue charles seghors,"",residential
80129829,avenue des flamboyants,"",residential
80130048,avenue des palmiers,"",residential
80141697,avenue de la pompe,"",unclassified
474903121,"",rn40,primary
474903122,"",rn40,primary
48570505,"",rn40,primary
434596077,"",rn1,trunk
474497380,kabuabua,"",residential
395713876,kabuabua,"",residential
395713469,tshisuku,"",residential
395582983,kabuluanda,"",residential
474904895,avenue tambue,"",residential
474904890,avenue tambue,"",residential
90598569,avenue likasi,"",residential
159822849,ave kasavubu,"",residential
474488829,bld lumumba,"",secondary
474654106,avenue des arômes,"",residential
474654107,avenue des arômes,"",residential
474654108,avenue des arômes,"",residential
80140934,avenue des arômes,"",residential
80140933,avenue des cannas,"",residential
80140956,bld lumumba,"",secondary
136988102,bld lumumba,"",secondary
80140958,avenue huyges de mahenge,"",residential
80141259,avenue kadutu,"",residential
80140938,avenue walikale,"",residential
434653573,boulevard goma,"",unclassified
89952620,boulevard goma,"",unclassified
80140937,avenue kadutu,"",residential
475128384,ave kasavubu,"",unclassified
475128383,ave kasavubu,"",unclassified
90965552,"",rn1,trunk
159830368,"",rp709,secondary
159830370,"",rp709,secondary
50159815,pont lulua,rn1,trunk
50159816,"",rn1,trunk
622279913,"",rn1,trunk
33598999,"",rn1,trunk
159830367,"",rn1,trunk
159830371,"",rp709,secondary
159830369,"",rp709,secondary
33667735,"",rn1,trunk
50084221,"",rp709,secondary
80142247,avenue kabila,rn1,trunk
474663103,avenue du vallon,"",residential
474663100,avenue du vallon,"",residential
80129824,avenue de tabora,"",residential
80140948,avenue kasavubu,"",unclassified
80141258,avenue bena-dibela,"",residential
89950237,boulevard mukenge shabantu,"",unclassified
136988101,bld lumumba,"",secondary
80140926,bld lumumba,"",secondary
80140942,avenue sapin,"",residential
80140943,avenue gecamines,"",residential
80140935,avenue colonel tshiatshi,"",residential
80140947,avenue kinkole,"",residential
80140940,avenue muhona,"",unclassified
80140941,avenue dibanda,"",residential
80140946,avenue lubaya,"",residential
80140945,avenue de macar,"",residential
33662258,"",rn41,primary
80141445,"",rn1,trunk
474485586,"",rn41,primary
596556820,rue des produits,"",unclassified
80130441,"",rn1,trunk
80129418,avenue de l'industrie,"",tertiary
80130986,rue des moulins,"",unclassified
80130991,rue de la brasserie,"",residential
80130445,avenue de la lulua,rn1,trunk
475159278,rue des produits,"",residential
80130732,rue des produits,"",residential
474490304,"",rn41,primary
775440018,"",rn41,primary
474490300,"",rn41,primary
395583008,kitona,"",residential
33597789,"",rn1,trunk
622279909,pont mato,rn1,trunk
33662811,"",rn20,primary
33667561,"",rn1,trunk
33671822,"",rn1,trunk
33662127,"",rn1,trunk
33665697,"",rn39,trunk
633275549,"",rn39,trunk
33665715,"",rn1,trunk
33592439,"",rs710,tertiary
33673673,"",rs710,tertiary
33675567,"",rn40,primary
33592590,"",rn40,primary
33597371,"",rn40,primary
33667236,"",rn40,primary
33672962,"",rn40,primary
33661715,"",rn40,primary
474669493,avenue des cocotiers,"",residential
80129823,avenue des eucalyptus,"",residential
474669491,avenue des cocotiers,"",residential
80129832,avenue des cocotiers,"",residential
159822857,avenue des missions,"",tertiary
80130442,avenue du commerce,"",tertiary
80130444,avenue des missions,"",tertiary
90965547,"",rn1,trunk
90965546,"",rn1,trunk
231602352,"",rn1,trunk
159822856,avenue astrid,"",residential
159822855,avenue astrid,"",residential
80130619,"",rn1,trunk
80135024,avenue princesse de liège,"",unclassified
80135023,avenue kanioka,"",tertiary
80134390,avenue astrid,"",residential
80134411,avenue kanioka,"",tertiary
474658270,avenue de la pompe,"",unclassified
80141696,avenue des dépôts,"",residential
80141695,avenue des cadets,"",unclassified
90965551,"",rn1,trunk
80130542,place de la gare,"",unclassified
474685849,avenue des cadets,"",tertiary
136988104,"",rn1,trunk
473869036,avenue des cadets,"",tertiary
473868987,"",rn1,trunk
473868988,"",rn1,trunk
231602353,"",rn1,trunk
136988103,"",rn1,trunk
473868986,"",rn1,trunk
80130448,boulevard lumumba,"",secondary
80130440,boulevard lumumba,"",secondary
80130443,avenue du gouverneur hotkens,"",tertiary
80140953,avenue commandant preys,"",residential
136988100,avenue gouverneur wenner,"",residential
80140925,avenue gouverneur wauters,"",residential
80140928,boulevard lumumba,"",secondary
33666210,"",rn1,trunk
33665576,"",rp709,secondary
33596453,"",rp709,secondary
633275548,pont lutshatsha iii,rn39,trunk
33663367,"",rn39,trunk
33598535,"",rn39,trunk
431892200,"",rn39,trunk
159830372,"",rp709,secondary
33592194,"",rs710,unclassified
50083707,"",rp709,secondary
555565582,"",rp709,secondary
775820002,"",rn39,trunk
555573278,"",rp709,secondary
33602499,"",rn39,trunk
775820006,"",rn39,trunk
33659565,"",rn39,trunk
33596490,"",rn39,trunk
158850669,"",rn39,trunk
33666104,"",rn39,trunk
723376310,"",rn39,trunk
555565581,"",rn39,trunk
33599500,"",rn39,trunk
775668322,"",rn41,primary
537782224,"",rn41,primary
597809731,"",rn41,primary
597809735,"",rn41,primary
33672547,"",rn41,primary
48938480,"",rn41,primary
537766043,"",rn41,primary
775440022,"",rn41,primary
33671913,"",rn41,primary
537766042,"",rn41,primary
481462317,"",rn41,primary
481462313,"",rn41,primary
33666037,"",rn41,primary
33666991,"",rn41,primary
80140929,boulevard lumumba,"",secondary
80140952,avenue émile valleys,"",residential
80140931,avenue auguste beernaert,"",residential
80140957,avenue du kasaï,"",unclassified
33602310,"",rn1,trunk
904211324,"",rn1,trunk
506832451,"",rn1,trunk
483304652,"",rn1,trunk
33595652,"",rn1,trunk
965907919,"",rn1,trunk
33672315,"",rn1,trunk
33599487,"",rn1,trunk
618392446,"",rn1,trunk
637799856,"",rn1,trunk
637799864,"",rn1,trunk
618392445,pont kaluebo,rn1,trunk
33662471,"",rn1,trunk
33663345,"",rn41,primary
33666599,"",rn41,primary
777917349,"",rn41,primary
33670614,"",rn41,primary
1411957209,"",rn41,primary
1411957208,"",rn41,primary
33601084,"",rn41,primary
33664467,"",rn41,primary
33660561,"",rn41,primary
33659694,"",rn41,primary
33674043,"",rn41,primary
777917346,"",rn41,primary
33674336,"",rn41,primary
33602777,"",rn41,primary
775664097,"",rp709,secondary
775664106,"",rp709,secondary
480978760,"",rp709,secondary
775822424,"",rp709,secondary
480978761,"",rp709,secondary
33661464,"",rp709,secondary
33677327,"",rn1,trunk
48938172,"",rp706,secondary
33603213,"",rp706,secondary
481972059,"",rn20,primary
481972061,pont lulua,rn20,primary
878415681,"",rp706,secondary
878415683,"",rp706,secondary
878415682,"",rp706,secondary
878415680,"",rp706,secondary
33598602,"",rn41,primary
33660261,"",rn1,trunk
33598774,"",rn41,primary
33603009,"",rn41,primary
33674668,"",rn41,primary
33593347,"",rn41,primary
376480721,pont lubudi,rs712,unclassified
33594724,"",rn41,primary
33671174,"",rs712,tertiary
33676946,"",rs712,tertiary
33671826,"",rn41,primary
33597482,"",rn41,primary
33659717,"",rn20,primary
33675197,"",rn20,primary
385410314,"",rn20,primary
385410313,"",rn20,primary
33595826,"",rn41,primary
33660802,"",rn20,primary
33677323,"",rn20,primary
33597585,"",rn20,primary
33665477,"",rn20,primary
33595739,"",rs713,unclassified
33664911,"",rs704,unclassified
33663445,"",rn20,primary
33595521,"",rn20,primary
33602811,"",rn20,primary
33675359,"",rn41,primary
33663507,"",rn20,primary
33661289,"",rs704,unclassified
639343505,"",rs704,unclassified
525871167,"",rs704,unclassified
33666165,"",rs704,unclassified
33665942,"",rs704,unclassified
617552962,pont lubi,rp706,secondary
617552963,"",rp706,secondary
33677076,"",rp706,secondary
33667016,"",rp706,secondary
33667375,"",rp706,secondary
509189042,"",rp706,secondary
508607174,"",rp706,secondary
639011279,pont kabambaie,rp706,secondary
508607172,"",rp706,secondary
33694575,"",rs704,unclassified
33660119,"",rs704,unclassified
33660149,"",rn1,trunk
571774117,pont loange,rn1,trunk
554515203,"",rn20,primary
481972064,"",rn20,primary
33669679,"",rn20,primary
33664413,"",rn20,primary
33598195,"",rn20,primary
594586453,"",226b,tertiary
594961421,"",226b,tertiary
595157774,"",226b,tertiary
595157768,"",226b,tertiary
595157767,"",226b,tertiary
595157773,"",226b,tertiary
595157770,"",226b,tertiary
595157771,"",226b,tertiary
33591103,"",rs713,tertiary
33597088,"",rs713,unclassified
33604205,"",rs713,tertiary
33601515,"",rs713,tertiary
33594246,"",rs713,tertiary
33603285,"",rs713,tertiary
621430229,"",rp225,secondary
50074808,"",rp225,tertiary
595157232,"",rp225,tertiary
621430230,"",rp225,secondary
621430231,"",rp225,secondary
594277049,"",rp225,secondary
979809844,"",rs226,secondary
441533531,pont isamango,rp225,secondary
441533532,"",rp225,secondary
979809845,"",rs226,secondary
594586455,"",rs226,secondary
33667438,"",rn1,trunk
33594602,"",rn1,trunk
33665612,"",rn1,trunk
33600507,"",rn1,trunk
33670929,"",rn1,trunk
33600883,"",rs704,unclassified
33674377,"",rs713,tertiary
621430232,"",rp225,secondary
621430234,"",rp225,secondary
594560971,"",rp225,tertiary
594560979,"",rp225,tertiary
594560990,pont loandji,rp225,tertiary
594560993,"",rp225,tertiary
1075698434,"",rs227,tertiary
1075698435,"",rs227,path
1075698429,"",rs227,tertiary
620782497,"",rn20,primary
620782496,pont kamutsha,rn20,primary
621235487,"",rn20,primary
810037461,"",rn20,primary
621235486,"",rn20,primary
621235485,"",rn20,primary
1303228829,"",rn20,primary
371950363,"",rn20,primary
621235482,"",rn20,primary
33663553,"",rn20,primary
33672667,"",rn20,primary
33602475,"",rn20,primary
33601726,"",rp225,secondary
594182478,"",rp225,secondary
33667542,"",rp223,secondary
97874897,"",rp205,secondary
594586456,"",rs226,secondary
594933682,"",rs226,secondary
594933695,"",rs226,secondary
979529456,"",rp225,secondary
979529457,"",rp225,secondary
594277043,"",rp225,secondary
594182483,"",rp225,secondary
427672323,"",rn20,primary
621235484,pont piopio,rn20,primary
1303941030,"",rp223,secondary
1303941028,"",rp223,path
1303941029,"",rp223,path
1303941027,"",rp223,secondary
33601217,"",rp223,secondary
33674748,"",rp223,secondary
33598274,"",rp223,secondary
33593614,"",rn20,primary
33599095,"",rn20,primary
33664551,"",rn20,primary
979574488,"",rn20,primary
979574487,"",rn20,primary
33669175,"",rn20,primary
621224163,pont punkulu,"",tertiary
979574485,"",rn20,primary
333970925,avenue bana-kwilu,"",residential
594933680,"",rs226,secondary
979809850,"",rs226,secondary
979809848,"",rs226,secondary
979809849,"",rs226,secondary
595157775,"",rs226,secondary
594586457,"",rs226,secondary
621224169,"",rn20,primary
621224168,pont musanga,rn20,primary
33601453,"",rn20,primary
1075330888,"",rn20,primary
594182487,"",rn20,primary
594182475,"",rn20,primary
621235483,"",rp225,secondary
979521741,"",rn20,primary
371950439,"",rn20,primary
711302168,"",rn20,primary
979521740,"",rn20,primary
711302167,"",rn20,primary
711302166,"",rn20,primary
979543645,"",rn20,primary
33597100,"",rn20,primary
33601489,"",rn1,trunk
96565459,"",rs227,tertiary
33601011,"",rn1,trunk
333970925,avenue bana-kwilu,"",residential
979574482,"",rn20,primary
979574486,"",rn20,primary
621224160,pont piopio,"",tertiary
33663307,"",rp223,secondary
33593454,"",rp223,secondary
898338779,"",rs227,track
899884099,"",rs227,tertiary
899838531,"",rs227,tertiary
899838543,"",rs227,unclassified
33664376,"",rn1,trunk
1075817291,"",rn1,trunk
33593937,"",rn1,trunk
33593206,"",rn1,trunk
900303011,"",rs227,tertiary
333970925,avenue bana-kwilu,"",residential
333970925,avenue bana-kwilu,"",residential
50160710,"",rn1,trunk
50160710,"",rn1,trunk
50160710,"",rn1,trunk
50160710,"",rn1,trunk
898465876,"",rs227,track
899838548,"",rs227,track
898465877,"",rs227,tertiary
898465873,"",rs227,track
898465874,"",rs227,track
427846352,"",rs227,tertiary
33595410,"",rn1,trunk
621213415,pont luano,"",tertiary
621213413,pont labwe,"",secondary
621213409,pont labwe,"",secondary
507430460,pont kamutsha,"",secondary
900847237,"",rs227,tertiary
427846327,"",rs227,tertiary
900847239,"",rn20,primary
620776545,pont labwe,rn20,primary
620782499,"",rn20,primary
620782498,"",rn20,primary
427672322,"",rn20,primary
981181313,"",rn1,trunk
981181313,"",rn1,trunk
981181313,"",rn1,trunk
981181313,"",rn1,trunk
593827559,kanga mbanga,"",footway
593827559,kanga mbanga,"",footway
593827559,kanga mbanga,"",footway
593827559,kanga mbanga,"",footway
33694483,"",rn1,trunk
33591056,"",rn1,trunk
33603338,"",rn1,trunk
435266169,"",rn1,trunk
33677550,"",rn1,trunk
620272471,pont mukulu,"",secondary
33666909,"",rn1,trunk
1092312229,"",rn1,trunk
33676225,"",rn1,trunk
33666440,"",rn1,trunk
980073657,"",rn1,trunk
980073658,"",rn1,trunk
33665255,"",rn1,trunk
980073655,"",rn1,trunk
33598964,"",rn1,trunk
409098399,"",rs227,tertiary
900388729,"",rs227,tertiary
900388728,"",rs227,tertiary
33674624,"",rp230,secondary
33670765,"",rp230,secondary
333973551,avenue mikolo,"",residential
333973551,avenue mikolo,"",residential
333973551,avenue mikolo,"",residential
333973551,avenue mikolo,"",residential
981181312,"",rn1,trunk
981181312,"",rn1,trunk
981181312,"",rn1,trunk
981181312,"",rn1,trunk
981181311,"",rn1,trunk
981181311,"",rn1,trunk
981181311,"",rn1,trunk
981181311,"",rn1,trunk
981181310,"",rn1,trunk
981181310,"",rn1,trunk
981181310,"",rn1,trunk
981181310,"",rn1,trunk
620273259,pont mambumi,"",secondary
481437993,"",rp230,secondary
481437992,pont mungindu,rp230,secondary
623053043,"",rp230,secondary
623053042,"",rp230,secondary
405202028,"",rp230,secondary
601636319,pont mulasa,"",track
583443848,"",231b,tertiary
580581323,"",231b,tertiary
544753658,pont pondo,"",track
1090272322,"",rp230,secondary
1090272320,"",rp230,secondary
979582861,"",rp230,secondary
979582862,"",rp230,secondary
481435701,pont kitembo,rp230,secondary
529473043,"",rp230,secondary
470286006,"",rp230,secondary
979392471,"",rp230,secondary
979386630,"",rp230,secondary
736331957,"",rp230,secondary
737503503,"",rp230,secondary
685008949,"",rp230,secondary
529473053,"",rp230,secondary
529473057,pont kwilu,rp230,secondary
736331958,"",rp230,secondary
529473042,"",rp230,secondary
623064510,"",rp230,secondary
602965775,pont loala,"",tertiary
623053046,"",rp230,secondary
50065264,"",rp230,secondary
623053045,"",rp230,secondary
623053044,"",rp230,secondary
50065263,"",rp230,secondary
33604091,"",rp230,secondary
623053047,"",rp230,secondary
33676127,"",rp230,secondary
623053048,"",rp230,secondary
33667450,"",rp230,secondary
559246937,pont lumbinda,"",tertiary
528476984,pont lukalama,"",tertiary
546648290,pont lufuku ii,rp230,secondary
546648291,"",rp230,secondary
390813516,"",rp230,secondary
390565378,"",rp230,secondary
546648276,"",rp230,secondary
1090272321,"",rp230,secondary
547061948,"",rp230,secondary
390813515,"",rp230,secondary
547455421,"",rp230,secondary
33673730,"",rp230,secondary
33672134,"",rp230,secondary
33662548,"",rp230,secondary
683435357,"",rp230,secondary
580581321,"",231b,tertiary
580784399,"",rp230,secondary
581170626,"",rp230,secondary
1090272317,"",rp230,secondary
481437373,"",rp230,secondary
481437372,"",rp230,secondary
529473060,"",rp230,secondary
481435699,"",rp230,secondary
481435698,"",rp230,secondary
751870375,"",rp230,secondary
979311853,"",rp230,secondary
979311852,"",rp230,secondary
620277546,"",rp230,secondary
413097308,"",rp230,secondary
893005703,"",rp230,secondary
435266171,"",rn1,trunk
420330519,"",rn1,trunk
623070045,"",rn1,trunk
597304517,"",rs226,secondary
597304512,"",rs226,secondary
979392472,"",rp230,secondary
529273175,"",rp230,secondary
653420923,ancienne rp230,"",unclassified
33666307,ancienne rp230,"",unclassified
653420922,ancienne rp230,"",track
536911401,"",rp231,secondary
979386629,"",rp230,secondary
505796435,"",rp231,secondary
536911393,"",rp231,secondary
536960220,"",rp231,secondary
505796432,"",rp231,secondary
623070050,"",rn1,trunk
979303652,"",rp230,secondary
620275416,"",rp230,secondary
744138870,"",rp230,secondary
979303653,"",rp230,secondary
978710133,"",rp230,secondary
978710132,"",rp230,secondary
744138871,"",rp230,secondary
435266170,"",rn1,trunk
33667752,"",rs226,secondary
33591276,"",rs226,secondary
33665463,"",rs226,secondary
33598268,"",rs226,secondary
33594145,"",rs226,secondary
33599450,"",rs226,secondary
421844255,"",rs232,secondary
739753403,"",rs232,secondary
1427109411,"",rs232,secondary
529273176,"",rp230,secondary
470286002,"",rp230,secondary
627426549,"",rp231,secondary
465854746,"",rp231,secondary
627426524,"",rp231,secondary
490484715,"",rp231,secondary
490484714,"",rp231,secondary
978953894,"",rp230,secondary
978953893,"",rp230,secondary
896274954,"",rp230,secondary
896118261,"",rp230,secondary
332855134,"",rn1,trunk
623070049,"",rn1,trunk
623070044,"",rn1,trunk
33592511,"",rs226,secondary
33596184,"",rs226,secondary
33668871,"",rs226,secondary
33675352,"",rs226,secondary
33670696,"",rs226,secondary
33596113,"",rs226,secondary
33677189,"",rs226,secondary
33660181,"",rn1,trunk
33591254,"",rn1,trunk
33673429,"",rn1,trunk
33591106,"",rs226,secondary
978434859,"",rs232,tertiary
978434860,"",rs232,tertiary
33669924,"",rs232,secondary
33674310,"",rs232,secondary
896274952,"",rp230,secondary
896274951,"",rp230,secondary
896118255,rp230 ancien tracé,"",tertiary
623070048,"",rn1,trunk
596371223,"",rn1,trunk
421854066,"",rn1,trunk
742632881,"",rs233,tertiary
33666041,"",rs232,secondary
1219736003,"",rs232,secondary
430107950,"",rp231,secondary
120581883,"",rs232,secondary
1349983728,"",rs232,secondary
601573227,pont longele (mutombo-kangu),"",unclassified
395235768,"",231b,tertiary
978462635,"",rp231,secondary
978462636,"",rp231,secondary
390591104,"",rs232,tertiary
33662095,"",231b,tertiary
583443851,"",231b,tertiary
601609892,pont mbanze,"",unclassified
33673453,"",rp231,secondary
33674783,"",rp231,secondary
33600621,"",rs232,secondary
978434857,"",rs232,secondary
622652227,"",rs232,secondary
622652228,"",rs232,secondary
1349336839,"",rs232,secondary
978434858,"",rs232,secondary
601609973,pont kitembo,"",track
601609975,pont nzadi,"",track
762453408,eglise fepaco nzambe malamu rue tshuapa n°79,"",track
762452180,eglise fepaco nzambe malamu rue tshuapa n°79,"",track
394954588,"",rs234,tertiary
623094364,"",rs234,tertiary
623087754,"",rs234,tertiary
623087753,"",rs234,tertiary
623087751,"",rs234,tertiary
623087752,"",rs234,tertiary
394925339,"",rp231,secondary
623087758,"",rs234,tertiary
623087757,pont lufuku,rs234,tertiary
507049718,"",rs705,unclassified
507053251,"",rs705,unclassified
33671925,"",rs705,unclassified
48939569,"",rs705,tertiary
33659945,"",rp231,secondary
33596496,"",rp231,secondary
33661997,"",rp231,secondary
33604314,"",rp231,secondary
33662974,"",rp231,secondary
