road_id,admin_osm_id
195821863,-100000000000193102
195822718,-100000000000193102
195821861,-100000000000193102
1153739822,-100000000000193102
1153739818,-100000000000193102
195822706,-100000000000193102
807747808,-100000000000193102
807747809,-100000000000193102
1017188604,-100000000000193102
239154659,-100000000000193102
1017188550,-100000000000193102
1017188565,-100000000000193102
196002364,-100000000000193102
196829802,-100000000000193102
196085809,-100000000000193102
33604437,-100000000000193102
200669230,-100000000000193102
1016179593,-100000000000193102
33593902,-100000000000193102
33667683,-100000000000193102
1016168711,-100000000000193102
120711191,-100000000000193102
1017188608,-100000000000193102
195821845,-100000000000193102
1017188594,-100000000000193102
233388881,-100000000000193102
195771659,-100000000000193102
1215901445,-100000000000193102
96792297,-100000000000193102
96792269,-100000000000193102
613229519,-100000000000193102
48806400,-100000000000193102
351963857,-100000000000193102
158038512,-100000000000193102
33661253,-100000000000193102
1016179592,-100000000000193102
1016179591,-100000000000193102
628041078,-100000000000193102
628041075,-100000000000193102
33677642,-100000000000193102
1262809359,-100000000000193102
1262809358,-100000000000193102
613206798,-100000000000193102
613206799,-100000000000193102
33602877,-100000000000193102
33674389,-100000000000193102
33666640,-100000000000193102
33660696,-100000000000193102
1262809361,-100000000000193102
1262809360,-100000000000193102
613229520,-100000000000193102
999864712,-100000000005327780
999864711,-100000000005327780
33663769,-100000000005327780
1117124243,-100000000005327780
1117124244,-100000000005327780
351741809,-100000000005327780
33603981,-100000000005327780
510497691,-100000000005327780
33662178,-100000000005327780
311816943,-100000000005676380
311816944,-100000000005676380
423474891,-100000000005676380
33669362,-100000000005676380
33598289,-100000000005676380
515027197,-100000000005676380
515027198,-100000000005676380
515027199,-100000000005676380
959752179,-100000000005676380
97282642,-100000000005676380
549141544,-100000000005676379
1215901718,-100000000000193102
1017188573,-100000000000193102
1215901719,-100000000000193102
239014809,-100000000000193102
1017153972,-100000000000193102
195771668,-100000000000193102
591584820,-100000000000193102
195771674,-100000000000193102
237188490,-100000000000193102
230275473,-100000000000193102
234754033,-100000000000193102
195771666,-100000000000193102
236851447,-100000000000193102
200674363,-100000000000193102
195772492,-100000000000193102
195772490,-100000000000193102
96784270,-100000000000193102
195772491,-100000000000193102
1010133959,-100000000000193102
33599518,-100000000005676380
33670489,-100000000005327780
859835960,-100000000005327780
859835961,-100000000005327780
859835959,-100000000005327780
423474888,-100000000005327780
517387204,-100000000005327780
33592471,-100000000005327780
959752178,-100000000005676380
406236159,-100000000005676380
381594124,-100000000005676380
911279423,-100000000005676379
33672187,-100000000005676379
408639038,-100000000005676379
393525555,-100000000005676379
913457582,-100000000005676379
913457581,-100000000005676379
549141543,-100000000005676379
33670488,-100000000005676379
913457585,-100000000005676379
913457584,-100000000005676379
563397955,-100000000005676379
351450461,-100000000005676379
406236161,-100000000005676380
33663621,-100000000005676380
385042019,-100000000005676380
430696135,-100000000005676380
430696133,-100000000005676380
406236158,-100000000005676380
547995093,-100000000005676379
548000015,-100000000005676379
548000012,-100000000005676379
537523727,-100000000005676379
537523726,-100000000005676379
547997838,-100000000005676381
547997833,-100000000005676379
158038515,-100000000000193102
493931085,-100000000000193102
612500610,-100000000005327780
612500606,-100000000005327780
33659656,-100000000005327780
33664488,-100000000005327780
351741811,-100000000005327780
510497692,-100000000005327780
408881891,-100000000005676380
912408769,-100000000005676379
406236162,-100000000005676380
909678653,-100000000005676379
911279424,-100000000005676379
909678652,-100000000005676379
525207384,-100000000005676379
393498466,-100000000005676379
351666440,-100000000005676380
563397956,-100000000005676379
351531738,-100000000005676379
375855290,-100000000005676379
547992158,-100000000005676379
560095292,-100000000005676379
560095291,-100000000005676379
375855289,-100000000005676379
563397961,-100000000005676379
563397962,-100000000005676379
537523737,-100000000005676379
547995094,-100000000005676379
537523747,-100000000005676379
33601511,-100000000005676381
97282907,-100000000005676381
910824221,-100000000005676379
910824124,-100000000005676379
910824125,-100000000005676379
549141545,-100000000005676379
549141546,-100000000005676379
913324615,-100000000005676379
314109323,-100000000005676379
316852489,-100000000005676379
314109299,-100000000005676379
913324616,-100000000005676379
311421519,-100000000005676379
316852486,-100000000005676379
912726071,-100000000005676379
912726072,-100000000005676379
383962672,-100000000005676379
383962673,-100000000005676379
198503249,-100000000005676381
198503252,-100000000005676381
198503240,-100000000005676381
198503246,-100000000005676381
198503232,-100000000005676381
198503244,-100000000005676381
198503247,-100000000005676381
198503250,-100000000005676381
198503243,-100000000005676381
198503227,-100000000005676381
198503242,-100000000005676381
396061335,-100000000005676381
911502043,-100000000005676381
471567079,-100000000005676381
475523084,-100000000005676381
471567085,-100000000005676381
381935896,-100000000005676381
381935895,-100000000005676381
474397146,-100000000005676381
557109869,-100000000005676379
557109870,-100000000005676379
525982615,-100000000005676379
912408801,-100000000005676379
912408802,-100000000005676379
912408798,-100000000005676379
912408799,-100000000005676379
533238019,-100000000005676379
533238018,-100000000005676379
557109868,-100000000005676379
557109867,-100000000005676379
594636822,-100000000005676379
563397954,-100000000005676379
563397953,-100000000005676379
371966228,-100000000005676379
547982177,-100000000005676379
547988215,-100000000005676379
547988214,-100000000005676379
314530053,-100000000005676379
547982179,-100000000005676379
547982183,-100000000005676379
547982174,-100000000005676379
314530051,-100000000005676379
198503237,-100000000005676381
198503248,-100000000005676381
921012963,-100000000005676381
921012962,-100000000005676381
198503245,-100000000005676381
198503225,-100000000005676381
938829544,-100000000005676381
938829543,-100000000005676381
198503241,-100000000005676381
198503226,-100000000005676381
197698980,-100000000005676381
197698981,-100000000005676381
922532894,-100000000005676381
922532893,-100000000005676381
198503239,-100000000005327778
198503234,-100000000006035293
198680632,-100000000006035293
375843533,-100000000005671334
409456954,-100000000005671334
911502042,-100000000005676381
97282730,-100000000005676381
474397143,-100000000005676381
372771486,-100000000005676381
563397964,-100000000005676379
563397960,-100000000005676379
912408779,-100000000005676379
912408778,-100000000005676379
563397963,-100000000005676379
33661862,-100000000005676379
559795938,-100000000005676379
559795939,-100000000005676379
553472417,-100000000005676379
474397748,-100000000005676379
912408770,-100000000005676379
912408793,-100000000005676379
912408791,-100000000005676379
912408790,-100000000005676379
912408794,-100000000005676379
525982616,-100000000005676379
371966225,-100000000005676379
474397740,-100000000005676379
371966227,-100000000005676381
371966226,-100000000005676379
563397959,-100000000005676379
912408776,-100000000005676379
912408775,-100000000005676379
372771487,-100000000005676381
381935897,-100000000005676381
381935894,-100000000005676381
435644167,-100000000005676381
435644166,-100000000005676381
50144515,-100000000005671334
618602939,-100000000005671334
467954774,-100000000005671334
621365383,-100000000005671334
621365384,-100000000005671334
399570001,-100000000005671334
50144510,-100000000005671334
398286567,-100000000005671334
97282999,-100000000005671332
423660780,-100000000005671332
604994654,-100000000005671332
49685819,-100000000005671332
203906395,-100000000005671332
203906410,-100000000005671332
203906401,-100000000005671332
50144512,-100000000005671334
401145467,-100000000005676381
401145468,-100000000005671334
399570000,-100000000005671334
924350503,-100000000005671334
409456958,-100000000005671334
924350504,-100000000005671334
375687229,-100000000005671334
375687083,-100000000005671334
373198780,-100000000005671334
987171347,-100000000005671337
621118722,-100000000005671334
618602940,-100000000005671334
992217804,-100000000005671332
49689765,-100000000005671332
429360812,-100000000005671332
992217805,-100000000005671332
984365682,-100000000005671335
984365681,-100000000005671332
467954773,-100000000005671334
373409086,-100000000005671334
421253616,-100000000005671334
50144507,-100000000005671334
161536092,-100000000005671332
987171349,-100000000005671337
993457207,-100000000005671332
203906400,-100000000005671332
203906399,-100000000005671332
49688545,-100000000005671332
203906407,-100000000005671332
97282623,-100000000005671332
203906406,-100000000005671332
429360785,-100000000005671335
429360836,-100000000005671335
1029276362,-100000000006035472
363764071,-100000000006035373
620753418,-100000000006035373
363764076,-100000000006035472
1029276361,-100000000006035472
247382870,-100000000005673382
1028984886,-100000000005673382
1028984885,-100000000005673382
519017215,-100000000006035470
519017214,-100000000006035470
49458332,-100000000006035470
1004064933,-100000000006035470
1004064934,-100000000006035470
972906800,-100000000006035373
33674198,-100000000006035373
429360829,-100000000005671332
49689771,-100000000005671332
1180725505,-100000000006035373
1180725503,-100000000006035373
1180725504,-100000000006035373
1180725502,-100000000006035373
1180725498,-100000000006035373
1180725501,-100000000006035373
1180725499,-100000000006035373
1180725500,-100000000006035373
1180725496,-100000000006035373
1180725497,-100000000006035373
1180725495,-100000000006035373
1180725493,-100000000006035373
1180725492,-100000000006035373
1180725489,-100000000006035373
1180725491,-100000000006035373
586656272,-100000000006035468
586656273,-100000000006035468
586656275,-100000000006035468
586656271,-100000000006035468
316924955,-100000000006035468
325013216,-100000000006035468
470812920,-100000000006035468
316697373,-100000000006035468
107736775,-100000000006035471
1006139445,-100000000006035470
1006139444,-100000000006035470
49495467,-100000000006035373
33600292,-100000000006035373
202054305,-100000000006035373
202054304,-100000000006035373
200105084,-100000000006035373
1029117886,-100000000006035373
1029117885,-100000000006035373
200105085,-100000000006035373
97282780,-100000000006035373
1180725506,-100000000006035373
1180725507,-100000000006035373
620750933,-100000000006035373
1029117877,-100000000006035373
1029117876,-100000000006035373
196085890,-100000000006035373
975392079,-100000000006035373
620753419,-100000000006035373
378332785,-100000000006035373
200124076,-100000000006035373
200124078,-100000000006035373
200124077,-100000000006035373
195294953,-100000000006035470
195294955,-100000000006035470
380728858,-100000000006035470
135767802,-100000000006035471
49495468,-100000000006035470
466935997,-100000000006035373
1029113234,-100000000006035373
466935996,-100000000006035373
33659534,-100000000006035373
975277851,-100000000006035373
620750934,-100000000006035373
97283011,-100000000006035373
378334094,-100000000006035373
992610279,-100000000006035373
992610280,-100000000006035373
992610520,-100000000006035373
381449434,-100000000006035294
381449433,-100000000006035294
34147243,-100000000006035294
198732762,-100000000006035373
587540418,-100000000006035373
587540403,-100000000006035373
983254330,-100000000006035373
970528308,-100000000006035373
983254331,-100000000006035373
983254329,-100000000006035373
970528307,-100000000006035373
983254333,-100000000006035373
587540419,-100000000006035373
785121453,-100000000006035373
1180725494,-100000000006035373
992610519,-100000000006035373
378334091,-100000000006035373
378334093,-100000000006035373
371309418,-100000000006035294
381449435,-100000000006035294
586448806,-100000000006035292
48586724,-100000000006035292
196841594,-100000000006035373
196841592,-100000000006035373
1012030329,-100000000006035373
1012030328,-100000000006035373
470812914,-100000000006035373
981658290,-100000000006035373
983254334,-100000000006035373
983254332,-100000000006035373
981658289,-100000000006035373
635671594,-100000000006035373
1029113233,-100000000006035373
363917867,-100000000006035373
363917866,-100000000006035373
970630906,-100000000006035373
970630918,-100000000006035373
970630920,-100000000006035373
970630919,-100000000006035373
418641289,-100000000005671333
378334092,-100000000005671333
418641286,-100000000006035373
429360852,-100000000005671333
983606845,-100000000005671333
983607168,-100000000005671333
983607169,-100000000005671333
983606846,-100000000005671333
983853941,-100000000005671335
983853942,-100000000005671335
429360839,-100000000005671333
371309417,-100000000006035292
423211885,-100000000006035292
1066339369,-100000000006035292
150027690,-100000000006035470
785121452,-100000000006035373
198732761,-100000000006035373
198732760,-100000000006035373
198732763,-100000000006035373
151042635,-100000000006035469
583991650,-100000000006035469
317412741,-100000000006035469
195933511,-100000000006035469
151042667,-100000000006035469
151042684,-100000000006035469
151042615,-100000000006035469
151042698,-100000000006035469
135999562,-100000000006035469
151362151,-100000000006035469
467772389,-100000000006035469
135767803,-100000000006035469
470697913,-100000000006035469
470697914,-100000000006035469
470697910,-100000000006035469
551173522,-100000000006035469
470697909,-100000000006035469
195185964,-100000000006035469
151042503,-100000000006035469
135767809,-100000000006035469
583721636,-100000000006035469
151042717,-100000000006035469
195926340,-100000000006035469
583721641,-100000000006035469
195869760,-100000000006035469
97283025,-100000000006035469
195869747,-100000000006035469
731737357,-100000000006035469
135767805,-100000000006035469
151042606,-100000000006035469
151042541,-100000000006035469
33590990,-100000000006035469
151042487,-100000000006035469
151042650,-100000000006035469
151042499,-100000000006035469
583544445,-100000000006035469
583250401,-100000000006035469
135999531,-100000000006035469
939461001,-100000000006035469
939461000,-100000000006035469
583544444,-100000000006035469
583250400,-100000000006035469
939460999,-100000000006035469
583544443,-100000000006035469
151042529,-100000000006035469
1067633416,-100000000006035469
150928164,-100000000006035471
150928157,-100000000006035469
151042587,-100000000006035471
1002732622,-100000000006035471
1002732623,-100000000006035471
151042642,-100000000006035471
1003594095,-100000000006035471
1003594094,-100000000006035471
150928158,-100000000006035469
192349443,-100000000006035469
195926339,-100000000006035471
199022518,-100000000006035471
150928139,-100000000006035471
1003594108,-100000000006035471
199022517,-100000000006035471
1003594109,-100000000006035471
195926343,-100000000006035471
583987001,-100000000006035471
195926342,-100000000006035471
151042651,-100000000006035469
195926341,-100000000006035469
46166503,-100000000006035469
195926345,-100000000006035469
583926774,-100000000006035469
1085893093,-100000000006035469
470812921,-100000000006035469
470812923,-100000000006035471
470694360,-100000000006035471
470694358,-100000000006035471
79495823,-100000000006035471
361499834,-100000000006035469
151362149,-100000000006035469
922891575,-100000000006035469
583214745,-100000000006035469
583214746,-100000000006035469
583250402,-100000000006035469
135999538,-100000000006035469
135767808,-100000000006035469
583250399,-100000000006035469
135999554,-100000000006035469
151042548,-100000000006035469
151042623,-100000000006035469
360298471,-100000000006035469
151042696,-100000000006035469
151042693,-100000000006035469
151042686,-100000000006035469
195926344,-100000000006035469
321337371,-100000000006035469
135999580,-100000000006035469
97283087,-100000000006035469
135999573,-100000000006035469
151042542,-100000000006035469
583498548,-100000000006035469
583498547,-100000000006035469
583498545,-100000000006035469
583470716,-100000000006035469
583470715,-100000000006035469
151042711,-100000000006035469
151042498,-100000000006035469
151042508,-100000000006035469
151042490,-100000000006035469
583991649,-100000000006035469
135999592,-100000000006035469
583991647,-100000000006035469
135999547,-100000000006035469
583991648,-100000000006035469
195927584,-100000000006035469
583991645,-100000000006035469
135768898,-100000000006035469
1001811913,-100000000006035469
583991643,-100000000006035469
97283024,-100000000006035469
346392934,-100000000006035294
346392933,-100000000006035294
196800789,-100000000006035294
196800788,-100000000006035294
33595376,-100000000006035294
381492160,-100000000006035294
381492158,-100000000006035294
381492162,-100000000006035294
381492161,-100000000006035294
199111329,-100000000006035294
381036954,-100000000006035294
381036947,-100000000006035294
199111330,-100000000006035294
197146570,-100000000006035293
805253472,-100000000006035293
805253471,-100000000006035293
196689657,-100000000006035293
79495751,-100000000006035469
151042578,-100000000006035469
151042505,-100000000006035469
849283647,-100000000006035293
849283649,-100000000006035293
798915938,-100000000006035293
97283252,-100000000006035294
33676883,-100000000006035293
940722315,-100000000008975392
196689656,-100000000006035293
196689379,-100000000002650257
196689378,-100000000002650257
197391139,-100000000006035293
197391142,-100000000006035293
97282708,-100000000006035293
197322835,-100000000006035293
197386684,-100000000006035293
197391138,-100000000006035293
620520341,-100000000006035293
197391141,-100000000006035293
381720533,-100000000006035293
620520340,-100000000006035293
197386685,-100000000006035293
197322834,-100000000006035293
865567363,-100000000006035293
197322833,-100000000006035293
197322836,-100000000006035293
882011932,-100000000006035293
882011933,-100000000006035293
198680623,-100000000006035293
198680631,-100000000006035293
198680630,-100000000006035293
198680633,-100000000006035293
198680628,-100000000006035293
198680634,-100000000006035293
198680629,-100000000006035293
198680635,-100000000006035293
197146571,-100000000006035293
423653506,-100000000006035293
196672176,-100000000006035293
196669230,-100000000006035293
196669247,-100000000006035293
196669233,-100000000006035293
196669231,-100000000006035293
1006770361,-100000000006035293
470818601,-100000000006035293
470818613,-100000000006035293
470818608,-100000000006035293
470818611,-100000000006035293
150675234,-100000000006035293
423657228,-100000000006035293
423657227,-100000000006035293
556599881,-100000000006035293
620517619,-100000000006035294
620517618,-100000000006035294
620517620,-100000000006035294
317414665,-100000000006035294
197802866,-100000000006035294
197802865,-100000000006035294
509343219,-100000000008975392
200658370,-100000000008975392
200658369,-100000000008975392
940659532,-100000000008975595
470692756,-100000000006035469
470692755,-100000000006035469
939460997,-100000000006035471
470812922,-100000000006035469
151042688,-100000000006035469
360582576,-100000000006035469
287886699,-100000000006035469
135767810,-100000000006035469
151042523,-100000000006035469
198238893,-100000000006035294
198238895,-100000000006035294
198238892,-100000000006035294
198238897,-100000000006035294
1031029212,-100000000006035294
1031029211,-100000000006035294
34146804,-100000000006035294
382628544,-100000000006035294
33674238,-100000000006035294
33661899,-100000000006035294
382628545,-100000000006035294
195031100,-100000000008975596
196799535,-100000000006035294
196799538,-100000000006035294
857753676,-100000000006035294
857618053,-100000000006035294
961906596,-100000000006035294
961906595,-100000000006035294
857618052,-100000000006035294
197451647,-100000000006035294
197843504,-100000000006035294
317414661,-100000000006035294
196799536,-100000000006035294
196799537,-100000000006035294
197807814,-100000000006035294
317414662,-100000000006035294
620517616,-100000000006035294
620517615,-100000000006035294
620517617,-100000000006035294
620517614,-100000000006035294
150675196,-100000000006035294
150675165,-100000000006035294
613411824,-100000000008975392
508543463,-100000000008975392
579335491,-100000000008975392
508543464,-100000000008975392
322692643,-100000000008975392
428572590,-100000000008975597
1059300777,-100000000008975392
1059300778,-100000000008975392
508542844,-100000000008975392
216883105,-100000000008975393
216883106,-100000000008975393
216547011,-100000000008975393
216546988,-100000000008975393
216546989,-100000000008975393
211047745,-100000000008975393
214852248,-100000000008975393
849821926,-100000000008975393
850199388,-100000000008975393
942138197,-100000000008975393
454642705,-100000000008975597
942138199,-100000000008975596
211900921,-100000000008975596
211900920,-100000000008975596
211935048,-100000000008975596
942138196,-100000000008975596
942138195,-100000000008975596
211944431,-100000000008975597
454743219,-100000000008975597
1201604954,-100000000008975596
579335493,-100000000008975392
48965011,-100000000008975392
508542842,-100000000008975392
508542843,-100000000008975392
508542845,-100000000008975392
198882793,-100000000008975393
211047359,-100000000008975393
97206733,-100000000008975597
50149874,-100000000008975598
1199004702,-100000000008975596
1199004703,-100000000008975598
453820416,-100000000008975596
1201604955,-100000000008975596
690319211,-100000000012762191
453999869,-100000000008975596
487452543,-100000000008975596
487452540,-100000000008975596
211047355,-100000000008975596
211686022,-100000000008975596
211686020,-100000000008975596
33661376,-100000000008975596
973998868,-100000000008975596
617990206,-100000000008975596
617990205,-100000000008975596
50149890,-100000000008975596
211686017,-100000000008975596
617841462,-100000000008975596
617841461,-100000000008975596
421031189,-100000000008975596
454743220,-100000000008975597
1157211528,-100000000008975597
1170437913,-100000000008975597
1157202219,-100000000008975596
1157202218,-100000000008975596
1157202217,-100000000008975596
1254933342,-100000000008975596
1254933341,-100000000008975596
97206803,-100000000008975596
1254927110,-100000000008975596
1254927109,-100000000008975596
1157202216,-100000000008975596
940832896,-100000000008975596
263859526,-100000000008975596
612195206,-100000000008975596
941143572,-100000000006035363
940979102,-100000000008975596
421031190,-100000000008975596
940979104,-100000000008975596
1180421524,-100000000008975596
1180420930,-100000000008975596
198757735,-100000000008975596
1180419895,-100000000008975596
617990203,-100000000008975596
1193104561,-100000000008975596
1193104572,-100000000008975596
1193104573,-100000000008975596
1193104559,-100000000008975596
1193104560,-100000000008975596
617990184,-100000000008975596
