id,name,hierarchy_level,type
-100000000009102288,yaounde,9,locality
-100000000009102263,madrandele,9,locality
-100000000008941153,maman nzenze,9,locality
-100000000010224908,localité lokele ii,9,locality
-100000000010224909,localité bahumbu ii,9,locality
-100000000010221321,localité kinsimbo,9,locality
-100000000005845932,mulao,9,locality
-100000000005845938,somika,9,locality
-100000000005845935,plateau i,9,locality
-100000000005845926,kabulameshi i,9,locality
-100000000005845927,kabulameshi ii,9,locality
-100000000005845936,plateau ii,9,locality
-100000000005845928,karavia,9,locality
-100000000005845931,maisha,9,locality
-100000000005845934,mwita,9,locality
-100000000005845933,mupundu,9,locality
-100000000005845930,kyaluaya,9,locality
-100000000005845937,poleni,9,locality
-100000000005845939,tchamalale,9,locality
-100000000005845929,kasombo,9,locality
-100000000005838604,kamayibwe,9,locality
-100000000005850775,kamisepe ii,9,locality
-100000000005838605,kamisepe i,9,locality
-100000000005838607,neema i,9,locality
-100000000005838606,kampemba,9,locality
-100000000005838602,kamatete i,9,locality
-100000000005838603,kamatete ii,9,locality
-100000000005838608,neema ii,9,locality
-100000000005838601,craa,9,locality
-100000000005837261,kabobo,9,locality
-100000000005837263,kaswayi,9,locality
-100000000005837269,salama,9,locality
-100000000005837268,mukulu,9,locality
-100000000005837260,banza matolo,9,locality
-100000000005837270,shamba,9,locality
-100000000005837262,kabulu,9,locality
-100000000005837264,kipanta,9,locality
-100000000005837265,kitungulu,9,locality
-100000000005837267,mitente,9,locality
-100000000005837266,mamba,9,locality
-100000000005837271,washeni,9,locality
-100000000005837865,kawama,9,locality
-100000000005837870,mulutula,9,locality
-100000000005837872,petro,9,locality
-100000000005837864,kasangiri,9,locality
-100000000005837868,luano,9,locality
-100000000005837867,kiswishi 2,9,locality
-100000000005837871,mutwale,9,locality
-100000000005837866,kiswishi 1,9,locality
-100000000005837863,kapulula,9,locality
-100000000005837869,luluta,9,locality
-100000000005837862,futuka,9,locality
-100000000005752211,maendeleo i,9,locality
-100000000005752212,maendeleo ii,9,locality
-100000000005843496,salongo,9,locality
-100000000005752217,mapinduzi,9,locality
-100000000005752203,kampemba,9,locality
-100000000005752198,hewa bora,9,locality
-100000000005752215,munongo,9,locality
-100000000005752207,lwamisamba,9,locality
-100000000005752210,m'zee l. d. kabila,9,locality
-100000000005752204,kapolowe,9,locality
-100000000005753624,kamasaka,9,locality
-100000000005752202,lufira,9,locality
-100000000005843495,kafubu ii,9,locality
-100000000005752213,makutano,9,locality
-100000000005752200,kafubu i,9,locality
-100000000005752216,météo,9,locality
-100000000005752205,kikunguru,9,locality
-100000000005753625,mamba,9,locality
-100000000005753626,mukulu et salama,9,locality
-100000000005752214,mulolo,9,locality
-100000000005752208,lwapula,9,locality
-100000000005752201,kalulako,9,locality
-100000000005807414,njanja,9,locality
-100000000005807412,kalubamba,9,locality
-100000000005836572,promagri,9,locality
-100000000005836569,tshilenge,9,locality
-100000000005836573,mwenda,9,locality
-100000000005807408,cadastre,9,locality
-100000000005836563,3z,9,locality
-100000000005836565,gare munama,9,locality
-100000000005836568,kiponda,9,locality
-100000000005836567,katwatwa,9,locality
-100000000005836571,malumbwe,9,locality
-100000000005807409,de la mission,9,locality
-100000000005836564,bulanda,9,locality
-100000000005836566,kasamba,9,locality
-100000000005807411,kafubu,9,locality
-100000000005807413,route munama,9,locality
-100000000005807410,hewa-bora,9,locality
-100000000005807324,kawama,9,locality
-100000000005807323,kasamba,9,locality
-100000000005807325,mitelo,9,locality
-100000000005807326,mukuwenu,9,locality
-100000000005807320,fipango,9,locality
-100000000005807319,de la mission,9,locality
-100000000005807322,kalule,9,locality
-100000000005807321,kafubu,9,locality
-100000000005508333,nyembo richard,9,locality
-100000000005838211,ntanda,9,locality
-100000000005838210,ngoie mutwale,9,locality
-100000000005508367,triangle,9,locality
-100000000005508358,mulolo,9,locality
-100000000005759447,lwapula,9,locality
-100000000005838212,wantashi,9,locality
-100000000005759448,makutano,9,locality
-100000000005838209,kimilolo,9,locality
-100000000005759446,kashamata,9,locality
-100000000005838207,kansaba,9,locality
-100000000005838208,kilima simba,9,locality
-100000000005759445,mapongo,9,locality
-100000000005837340,itambo ii,9,locality
-100000000005837339,itambo i,9,locality
-100000000005837336,du golf,9,locality
-100000000005837335,clinique vétérinaire,9,locality
-100000000005837337,du marché,9,locality
-100000000005837341,les battants,9,locality
-100000000005837338,iringi,9,locality
-100000000005843077,masamba,9,locality
-100000000005843078,météo,9,locality
-100000000005836761,age d'or,9,locality
-100000000005726544,tshombe,9,locality
-100000000005726543,polytechnique,9,locality
-100000000005508446,des aviateurs,9,locality
-100000000005836762,passerelle,9,locality
-100000000005508447,mohamed,9,locality
-100000000005761520,du campus,9,locality
-100000000005761519,baraka,9,locality
-100000000005761523,kasangulu,9,locality
-100000000005761524,mpolo,9,locality
-100000000005761522,haute tension ii,9,locality
-100000000005761521,haute tension i,9,locality
-100000000005727241,lubumbashi,9,locality
-100000000005727238,biayi,9,locality
-100000000005727240,du 30 juin,9,locality
-100000000005727239,des ecoles,9,locality
-100000000005837888,du 30 juin prolongée,9,locality
-100000000005762178,biayi,9,locality
-100000000005762180,kimbwambe,9,locality
-100000000005762177,30 juin,9,locality
-100000000005762179,kamanyola,9,locality
-100000000005508388,kiwele,9,locality
-100000000005508389,ujamara,9,locality
-100000000005508378,mukuba,9,locality
-100000000005833405,sakania,9,locality
-100000000005833406,tanganika,9,locality
-100000000005833402,kundelungu,9,locality
-100000000005833403,laboratoire (camp assistant),9,locality
-100000000005833404,luvua,9,locality
-100000000005762155,pépinière,9,locality
-100000000005762156,tshombe,9,locality
-100000000005762152,des rochers,9,locality
-100000000005762153,kilwa,9,locality
-100000000005762154,lido i,9,locality
-100000000005804107,lumumba,9,locality
-100000000005837042,gbadolite ii,9,locality
-100000000005804111,penga penga ii,9,locality
-100000000005804100,basembe,9,locality
-100000000005804101,gbadolite i,9,locality
-100000000005804105,lido ii,9,locality
-100000000005804102,kamanyola,9,locality
-100000000005804109,mumbunda,9,locality
-100000000005804106,lufira,9,locality
-100000000005804110,penga penga i,9,locality
-100000000005804099,barrage d'inga,9,locality
-100000000005804108,mukuba,9,locality
-100000000005804103,kinkole,9,locality
-100000000005804104,kinshasa,9,locality
-100000000005837043,poteau,9,locality
-100000000005825675,mampala 1,9,locality
-100000000005825674,makomeno,9,locality
-100000000005837114,don bosco,9,locality
-100000000005837115,quebec,9,locality
-100000000005825676,mampala 2,9,locality
-100000000005503023,mulumbi,9,locality
-100000000005503024,serkali,9,locality
-100000000005503021,bikopo,9,locality
-100000000005503022,elima,9,locality
-100000000005502513,chem chem,9,locality
-100000000005502512,cellule des sports,9,locality
-100000000005502514,kamalondo,9,locality
-100000000005502515,masikilizano,9,locality
-100000000005805833,tunnel,9,locality
-100000000005805820,kabwese seya,9,locality
-100000000005805827,lumumba,9,locality
-100000000005805818,carrière,9,locality
-100000000005805816,des plaines i,9,locality
-100000000005805817,des plaines ii,9,locality
-100000000005411694,parc i,9,locality
-100000000005411696,scierie,9,locality
-100000000005411693,bakoa,9,locality
-100000000005411695,parc ii,9,locality
-100000000005805814,bonde ii,9,locality
-100000000005805830,rail ii,9,locality
-100000000005805834,usoke,9,locality
-100000000005805813,araucarias,9,locality
-100000000005805815,bonde iii,9,locality
-100000000005805832,tshamilemba,9,locality
-100000000005726594,m'siri,9,locality
-100000000005726592,brasimba,9,locality
-100000000005726593,kimbangu,9,locality
-100000000005837948,sanguza,9,locality
-100000000005838030,rail ii,9,locality
-100000000005805826,luano iv,9,locality
-100000000005805821,kilima i,9,locality
-100000000005805822,kilima ii,9,locality
-100000000005838029,bonde i,9,locality
-100000000005838079,rail i,9,locality
-100000000005805828,lumumba,9,locality
-100000000005805823,luano i,9,locality
-100000000005805825,luano iii,9,locality
-100000000005805824,luano ii,9,locality
-100000000005843036,malutshi,9,locality
-100000000005843035,kisense,9,locality
-100000000005843039,sozanela,9,locality
-100000000005843038,stvd,9,locality
-100000000005843037,mpande,9,locality
-100000000005843034,kikanda,9,locality
-100000000005508373,maramba,9,locality
-100000000005508345,abattoire,9,locality
-100000000005806945,dilungu,9,locality
-100000000005806946,kilobelobe i,9,locality
-100000000005806948,beau séjour,9,locality
-100000000005806947,kilobelobe ii,9,locality
-100000000005804791,taba-congo,9,locality
-100000000005804787,kapya,9,locality
-100000000005804788,muteba,9,locality
-100000000005804790,solola,9,locality
-100000000005804785,chine,9,locality
-100000000005804786,kanamakote,9,locality
-100000000005804789,nyembo,9,locality
-100000000005502454,munama,9,locality
-100000000005502449,kinka-ville,9,locality
-100000000005502448,kasongo wa nyembo,9,locality
-100000000005502450,kisaka mulumba,9,locality
-100000000005502453,megastore,9,locality
-100000000005502446,kamibanga,9,locality
-100000000005502452,mawawa,9,locality
-100000000005502447,kamilulu,9,locality
-100000000005502451,makwaruzo,9,locality
-100000000005807505,itengo i,9,locality
-100000000005807510,mwatshisenge,9,locality
-100000000005807506,itengo ii,9,locality
-100000000005807508,malembankulu,9,locality
-100000000005807507,kapenda,9,locality
-100000000005807504,changwe,9,locality
-100000000005807511,upemba,9,locality
-100000000005807509,musumba,9,locality
-100000000005810641,mukwemba,9,locality
-100000000005810638,kapenda,9,locality
-100000000005810643,tshangwe,9,locality
-100000000005810640,katanga,9,locality
-100000000005810642,mumba kilubi,9,locality
-100000000005810639,kasanda,9,locality
-100000000005810637,kapanga,9,locality
-100000000005725074,hodari,9,locality
-100000000005725073,des artistes,9,locality
-100000000005806992,kumwimba,9,locality
-100000000005806995,tanganika,9,locality
-100000000005806993,lualaba,9,locality
-100000000005836590,mayombo,9,locality
-100000000005843106,safricas,9,locality
-100000000005843105,maramba sud,9,locality
-100000000005843108,shindaika sud,9,locality
-100000000005843104,maramba nord,9,locality
-100000000005843107,shindaika nord,9,locality
-100000000005834201,hewa bora ii,9,locality
-100000000005834200,hewa bora i,9,locality
-100000000005834203,kaponda,9,locality
-100000000005834204,kazadi,9,locality
-100000000005834206,mbiya,9,locality
-100000000005834207,nkulu i,9,locality
-100000000005834208,nkulu ii,9,locality
-100000000005834211,stella sud,9,locality
-100000000005834212,tshangwe,9,locality
-100000000005834205,lukala,9,locality
-100000000005834209,sanguza,9,locality
-100000000005834202,kambove,9,locality
-100000000005834210,stella nord,9,locality
-100000000005501805,masangoshi ii,9,locality
-100000000005501801,kasenga,9,locality
-100000000005501802,masangoshi i,9,locality
-100000000005501803,mine,9,locality
-100000000005501800,kaponda,9,locality
-100000000005501804,njanja,9,locality
-100000000005834387,luano shiku,9,locality
-100000000005834384,kaniangala,9,locality
-100000000005834385,kasenga,9,locality
-100000000005834383,irene cardozo,9,locality
-100000000005805819,de la regideso,9,locality
-100000000005834382,changwe,9,locality
-100000000005834386,kawama,9,locality
-100000000005502945,bana katanga,9,locality
-100000000005502950,upemba,9,locality
-100000000005502947,kundelunga,9,locality
-100000000005502946,ilunga kakusu,9,locality
-100000000005502949,tanganika,9,locality
-100000000005502948,makutano,9,locality
-100000000005502971,mampala,9,locality
-100000000005502974,tingi tingi,9,locality
-100000000005502970,mabila,9,locality
-100000000005502969,kyubo,9,locality
-100000000005502973,musofi,9,locality
-100000000005502972,moba,9,locality
-100000000005502990,kafubu,9,locality
-100000000005502994,munama,9,locality
-100000000005502989,kabongo,9,locality
-100000000005502995,tshikwey,9,locality
-100000000005502992,lubudi,9,locality
-100000000005502993,lubumbashi,9,locality
-100000000005503540,boulevard,9,locality
-100000000005503544,kabulo,9,locality
-100000000005503547,karavia,9,locality
-100000000005503548,luano,9,locality
-100000000005503546,kanyama,9,locality
-100000000005503545,kakanda,9,locality
-100000000005503541,du golf,9,locality
-100000000005503543,gemena,9,locality
-100000000005503542,du marché,9,locality
-100000000005478265,tanganyika,9,locality
-100000000005478234,shindaika,9,locality
-100000000005478143,sanboa,9,locality
-100000000005478137,inakiluba,9,locality
-100000000005478149,kafurn,9,locality
-100000000005478108,lualaba,9,locality
-100000000005478121,tenke,9,locality
-100000000005478130,manda,9,locality
-100000000005748672,lubinga,9,locality
-100000000005748670,kanyama,9,locality
-100000000005748673,tshimanga,9,locality
-100000000005748669,kafubu,9,locality
-100000000005748671,kayumba,9,locality
-100000000005748668,divuma,9,locality
-100000000005748674,tanganyika,9,locality
-100000000005748667,central,9,locality
-100000000005457508,chem-chem,9,locality
-100000000005457503,kabongo,9,locality
-100000000005457501,kamina,9,locality
-100000000005457507,mulongo,9,locality
-100000000005457505,kiniama,9,locality
-100000000005457504,lomami,9,locality
-100000000005457509,tango apo,9,locality
-100000000005457502,maendeleo,9,locality
-100000000005457506,lukuga,9,locality
-100000000005834061,katuba,9,locality
-100000000005834059,kafubu,9,locality
-100000000005834067,mapendano,9,locality
-100000000005834062,kilobelobe,9,locality
-100000000005834058,chem-chem,9,locality
-100000000005834068,masikilizano,9,locality
-100000000005834071,mulopwe,9,locality
-100000000005834069,maungano,9,locality
-100000000005834070,mukuheno,9,locality
-100000000005834066,makutano,9,locality
-100000000005834065,makumbi,9,locality
-100000000005834063,kimilolo,9,locality
-100000000005834064,kyubo,9,locality
-100000000005834072,salongo,9,locality
-100000000005834060,kamina,9,locality
-100000000005411494,nkalano,9,locality
-100000000005411482,kabalo,9,locality
-100000000005411485,kamakanga,9,locality
-100000000005411492,murung,9,locality
-100000000005411488,kitebele,9,locality
-100000000005411491,meyumbe,9,locality
-100000000005411481,dibwe,9,locality
-100000000005411480,boya,9,locality
-100000000005411483,kajidi,9,locality
-100000000005411493,mushami,9,locality
-100000000005411486,kambamb,9,locality
-100000000005411489,lengwe,9,locality
-100000000005411484,kalundwe,9,locality
-100000000005411487,keledende,9,locality
-100000000005411495,yambula,9,locality
-100000000005411490,lubiayi,9,locality
-100000000005411293,mwanga,9,locality
-100000000005411290,mapendo,9,locality
-100000000005411289,lukuga,9,locality
-100000000005411292,mutshatsha,9,locality
-100000000005411295,upemba,9,locality
-100000000005411291,masikilizano,9,locality
-100000000005411294,singa,9,locality
-100000000005499328,marungu,9,locality
-100000000005499327,central,9,locality
-100000000005457539,kisale,9,locality
-100000000005457540,katuba,9,locality
-100000000005457541,bangwelo,9,locality
-100000000005412010,umoja,9,locality
-100000000005412000,maongezo,9,locality
-100000000005412003,masaidiano,9,locality
-100000000005412002,mapendano,9,locality
-100000000005411998,maadibisho,9,locality
-100000000005412008,twendelee,9,locality
-100000000005412005,rivière,9,locality
-100000000005412007,tujikaze,9,locality
-100000000005411996,kalume kabange,9,locality
-100000000005411997,kankamana,9,locality
-100000000005412001,mapatano,9,locality
-100000000005412006,singa,9,locality
-100000000005412004,mukwena,9,locality
-100000000005411999,maendeleo,9,locality
-100000000005412009,uhuru,9,locality
-100000000014364023,mwandeke,9,locality
-100000000014364023,mwandeke,9,locality
-100000000005762146,bloc i,10,bloc
-100000000005762148,bloc ii,10,bloc
-100000000005762145,bloc i,10,bloc
-100000000005762149,bloc ii,10,bloc
-100000000005762144,bloc i,10,bloc
-100000000005762147,bloc ii,10,bloc
-100000000005762151,bloc ii,10,bloc
-100000000005762143,bloc i,10,bloc
-100000000005762142,bloc i,10,bloc
-100000000005762150,bloc ii,10,bloc
-100000000005804093,bloc i,10,bloc
-100000000005804095,bloc iii,10,bloc
-100000000005804096,bloc iv,10,bloc
-100000000005804097,bloc v,10,bloc
-100000000005804098,bloc vi,10,bloc
-100000000005804094,bloc ii,10,bloc
-100000000005843184,maramba 2,10,bloc
-100000000005843183,maramba 1,10,bloc
